NGA,Polity,Section,Subsection,Variable,Value From,Value To,Date From,Date To,Fact Type,Value Note,Date Note,Comment
Kachi Plain,AfKushn,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Law,Formal legal code,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Law,Judges,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,inferred absent,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,markets,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Symbolic building,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Roads,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Bridges,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Canals,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Ports,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Length,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Area,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Volume,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Weight,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Time,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Geometrical,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Nonwritten records,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Written records,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Script,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Phonetic alphabetic writing,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Lists tables and classifications,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Calendar,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Sacred Texts,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Religious literature,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Practical literature,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Scientific literature,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Information,Fiction,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Precious metals,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Foreign coins,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Indigenous coins,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Debt and credit structures,inferred present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Store of wealth,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,Couriers,present,,,,simple,simple,,
Kachi Plain,AfKushn,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Polity territory,2600000,2700000,300CE,,complex,range,simple,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Polity territory,3100000,3200000,400CE,,complex,range,simple,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Polity Population,5000000,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Population of the largest settlement,100000,,300CE,,complex,simple,simple,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Population of the largest settlement,250000,,400CE,,complex,simple,simple,
Kachi Plain,IrSasn1,Social Complexity variables,Social Scale,Largest communication distance,1300,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,5,6,,,complex,range,,
Kachi Plain,IrSasn1,Social Complexity variables,Hierarchical Complexity,Administrative levels,6,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Hierarchical Complexity,Religious levels,4,5,,,complex,range,,
Kachi Plain,IrSasn1,Social Complexity variables,Hierarchical Complexity,Military levels,7,9,,,complex,range,,
Kachi Plain,IrSasn1,Social Complexity variables,Professions,Professional military officers,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Professions,Professional soldiers,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Professions,Professional priesthood,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Source of support,state salary,,,,complex,list,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Source of support, land,,,,complex,list,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Examination system,inferred absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Law,Formal legal code,absent,,,,complex,disputed,,
Kachi Plain,IrSasn1,Social Complexity variables,Law,Formal legal code,present,,,,complex,disputed,,
Kachi Plain,IrSasn1,Social Complexity variables,Law,Judges,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Law,Courts,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Symbolic building,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Roads,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Bridges,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Canals,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Ports,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,height,10,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,extent,350,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Burial site,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Length,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Area,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Volume,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Weight,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Time,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Geometrical,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Mnemonic devices,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Nonwritten records,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Written records,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Script,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Phonetic alphabetic writing,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Lists tables and classifications,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Calendar,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Sacred Texts,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Religious literature,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Practical literature,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,History,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Philosophy,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Scientific literature,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Information,Fiction,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Articles,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Precious metals,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Foreign coins,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Indigenous coins,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Debt and credit structures,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Store of wealth,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Couriers,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,Postal stations,present,,,,simple,simple,,
Kachi Plain,IrSasn1,Social Complexity variables,Other,General postal service,inferred absent,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,,RA,Stephen Dean,,,,complex,list,,
Kachi Plain,AfHepht,Social Complexity variables,,RA, Alice Williams,,,,complex,list,,
Kachi Plain,AfHepht,Social Complexity variables,Social Scale,Polity territory,1000000,,450CE,,complex,simple,simple,
Kachi Plain,AfHepht,Social Complexity variables,Social Scale,Polity territory,2750000,3000000,500CE,,complex,range,simple,
Kachi Plain,AfHepht,Social Complexity variables,Social Scale,Polity Population,26500000,,500CE,,complex,simple,simple,
Kachi Plain,AfHepht,Social Complexity variables,Social Scale,Largest communication distance,2000,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,2,3,,,complex,range,,
Kachi Plain,AfHepht,Social Complexity variables,Hierarchical Complexity,Administrative levels,4,5,,,complex,range,,
Kachi Plain,AfHepht,Social Complexity variables,Hierarchical Complexity,Religious levels,1,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Hierarchical Complexity,Military levels,4,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Professions,Professional military officers,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Professions,Professional soldiers,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Professions,Professional priesthood,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,,,complex,disputed,,
Kachi Plain,AfHepht,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,present,,,,complex,disputed,,
Kachi Plain,AfHepht,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Bureaucracy characteristics,Merit promotion,inferred absent,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Symbolic building,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Bridges,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Burial site,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Length,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Area,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Volume,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Weight,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Time,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Geometrical,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Mnemonic devices,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Non written records,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Written records,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Script,absent,,408CE,487CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Script,present,,488CE,670CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Phonetic alphabetic writing,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Lists tables and classifications,absent,,408CE,487CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Lists tables and classifications,present,,488CE,561CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Calendar,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Sacred Texts,absent,,408CE,487CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Sacred Texts,present,,488CE,561CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Religious literature,absent,,408CE,487CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Religious literature,present,,488CE,670CE,complex,simple,range,
Kachi Plain,AfHepht,Social Complexity variables,Information,Practical literature,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,History,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Philosophy,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Scientific literature,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Information,Fiction,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Precious metals,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Foreign coins,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Indigenous coins,present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Debt and credit structures,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Store of wealth,inferred present,,,,simple,simple,,
Kachi Plain,AfHepht,Social Complexity variables,Other,Couriers,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,,RA,Edward A L Turner,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Polity territory,3450000,,500CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Polity territory,2600000,,600CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Polity Population,8900000,,500CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Polity Population,12700000,,600CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Polity Population,22100000,,620CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Population of the largest settlement,400000,,500CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Population of the largest settlement,500000,,600CE,,complex,simple,simple,
Kachi Plain,IrSasn2,Social Complexity variables,Social Scale,Largest communication distance,2300,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,6,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Hierarchical Complexity,Administrative levels,6,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Hierarchical Complexity,Religious levels,4,5,,,complex,range,,
Kachi Plain,IrSasn2,Social Complexity variables,Hierarchical Complexity,Military levels,7,9,,,complex,range,,
Kachi Plain,IrSasn2,Social Complexity variables,Professions,Professional military officers,absent,,488CE,531CE,complex,simple,range,
Kachi Plain,IrSasn2,Social Complexity variables,Professions,Professional military officers,present,,531CE,642CE,complex,simple,range,
Kachi Plain,IrSasn2,Social Complexity variables,Professions,Professional soldiers,absent,,488CE,531CE,complex,simple,range,
Kachi Plain,IrSasn2,Social Complexity variables,Professions,Professional soldiers,present,,531CE,642CE,complex,simple,range,
Kachi Plain,IrSasn2,Social Complexity variables,Professions,Professional priesthood,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Bureaucracy characteristics,Source of support,state salary,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Formal legal code,absent,,488CE,531CE,complex,disputed,range,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Formal legal code,present,,488CE,531CE,complex,disputed,range,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Formal legal code,absent,,531CE,642CE,complex,disputed,range,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Formal legal code,present,,531CE,642CE,complex,disputed,range,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Judges,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Courts,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Law,Professional Lawyers,absent,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,markets,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Symbolic building,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Roads,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Bridges,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Ports,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Burial site,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Length,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Area,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Volume,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Weight,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Time,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Geometrical,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Mnemonic devices,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Nonwritten records,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Written records,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Script,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Phonetic alphabetic writing,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Lists tables and classifications,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Calendar,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Sacred Texts,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Religious literature,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Practical literature,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,History,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Philosophy,present,,,,simple,simple,,
